userid,college,status
30_SC_49,University of Hartford,accepted
30_SC_49,Nova Southeastern University,accepted
30_SC_49,Mount Holyoke College,denied
30_SC_49,Colorado College,denied
30_SC_49,Smith College,denied
30_SC_49,Barnard College,denied
30_SC_49,Reed College,denied
30_SC_50,Gannon University,accepted
30_SC_50,Iona College,accepted
30_SC_50,Florida Gulf Coast University,accepted
30_SC_50,Illinois College,accepted
30_SC_50,The College of St Scholastica,accepted
30_SC_50,Idaho State University,accepted
30_SC_50,Mount Holyoke College,denied
30_SC_50,Colorado College,denied
30_SC_50,Smith College,denied
30_SC_50,Barnard College,denied
30_SC_51,Iona College,accepted
30_SC_51,Illinois College,accepted
30_SC_51,Gannon University,accepted
30_SC_51,Florida Gulf Coast University,accepted
30_SC_51,Suffolk University,accepted
30_SC_51,University of Richmond,denied
30_SC_51,Mount Holyoke College,denied
30_SC_51,Colorado College,denied
30_SC_51,Smith College,pending
30_SC_51,Barnard College,denied
30_SC_52,Gannon University,accepted
30_SC_52,Iona College,accepted
30_SC_52,Florida Gulf Coast University,accepted
30_SC_52,Illinois College,pending
30_SC_52,The College of St Scholastica,accepted
30_SC_52,Idaho State University,accepted
30_SC_52,Mount Holyoke College,denied
30_SC_52,Colorado College,denied
30_SC_52,Smith College,denied
30_SC_52,Barnard College,denied
30_SC_53,Stevenson University,accepted
30_SC_53,Central Connecticut State University,accepted
30_SC_53,Gannon University,accepted
30_SC_53,Iona College,accepted
30_SC_53,Illinois College,accepted
30_SC_53,University of Richmond,denied
30_SC_53,Mount Holyoke College,pending
30_SC_53,Colorado College,denied
30_SC_53,Smith College,denied
30_SC_53,Barnard College,denied
30_SC_54,Stevenson University,accepted
30_SC_54,Central Connecticut State University,accepted
30_SC_54,Gannon University,accepted
30_SC_54,Iona College,accepted
30_SC_54,Illinois College,pending
30_SC_54,University of Richmond,denied
30_SC_54,Mount Holyoke College,denied
30_SC_54,Colorado College,denied
30_SC_54,Smith College,denied
30_SC_54,Barnard College,denied
30_SC_55,Gannon University,accepted
30_SC_55,Iona College,accepted
30_SC_55,Illinois College,accepted
30_SC_55,Florida Gulf Coast University,accepted
30_SC_55,Stevenson University,accepted
30_SC_55,Idaho State University,accepted
30_SC_55,Mount Holyoke College,denied
30_SC_55,Colorado College,denied
30_SC_55,Smith College,denied
30_SC_55,Barnard College,denied
30_SC_56,Gannon University,accepted
30_SC_56,Iona College,accepted
30_SC_56,Illinois College,accepted
30_SC_56,Florida Gulf Coast University,pending
30_SC_56,Stevenson University,accepted
30_SC_56,Idaho State University,accepted
30_SC_56,Mount Holyoke College,denied
30_SC_56,Colorado College,pending
30_SC_56,Smith College,denied
30_SC_56,Barnard College,denied
30_SC_57,Gannon University,accepted
30_SC_57,Iona College,accepted
30_SC_57,Illinois College,accepted
30_SC_57,Florida Gulf Coast University,accepted
30_SC_57,Stevenson University,accepted
30_SC_57,Idaho State University,accepted
30_SC_57,Mount Holyoke College,denied
30_SC_57,Colorado College,denied
30_SC_57,Smith College,denied
30_SC_57,Barnard College,denied
30_SC_58,Gannon University,accepted
30_SC_58,Iona College,accepted
30_SC_58,Florida Gulf Coast University,accepted
30_SC_58,Illinois College,accepted
30_SC_58,The College of St Scholastica,accepted
30_SC_58,Idaho State University,pending
30_SC_58,Mount Holyoke College,pending
30_SC_58,Colorado College,pending
30_SC_58,Smith College,denied
30_SC_58,Barnard College,denied
30_SC_59,Gannon University,accepted
30_SC_59,Iona College,accepted
30_SC_59,Illinois College,accepted
30_SC_59,Florida Gulf Coast University,accepted
30_SC_59,Stevenson University,accepted
30_SC_59,Idaho State University,accepted
30_SC_59,Mount Holyoke College,denied
30_SC_59,Colorado College,denied
30_SC_59,Smith College,denied
30_SC_59,Barnard College,denied
30_SC_60,Gannon University,accepted
30_SC_60,Iona College,accepted
30_SC_60,Illinois College,accepted
30_SC_60,Florida Gulf Coast University,accepted
30_SC_60,Stevenson University,accepted
30_SC_60,Idaho State University,accepted
30_SC_60,Mount Holyoke College,denied
30_SC_60,Colorado College,denied
30_SC_60,Smith College,denied
30_SC_60,Barnard College,pending
30_SC_61,Stevenson University,accepted
30_SC_61,Central Connecticut State University,accepted
30_SC_61,Gannon University,accepted
30_SC_61,Iona College,pending
30_SC_61,Illinois College,accepted
30_SC_61,University of Richmond,denied
30_SC_61,Mount Holyoke College,denied
30_SC_61,Colorado College,denied
30_SC_61,Smith College,denied
30_SC_61,Barnard College,denied
30_SC_62,Central Connecticut State University,accepted
30_SC_62,Stevenson University,accepted
30_SC_62,Illinois College,accepted
30_SC_62,Iona College,accepted
30_SC_62,Gannon University,accepted
30_SC_62,University of Richmond,pending
30_SC_62,Mount Holyoke College,denied
30_SC_62,Colorado College,denied
30_SC_62,Smith College,denied
30_SC_62,Barnard College,denied
30_SC_63,Iona College,accepted
30_SC_63,Illinois College,accepted
30_SC_63,Gannon University,accepted
30_SC_63,Florida Gulf Coast University,accepted
30_SC_63,Suffolk University,accepted
30_SC_63,University of Richmond,denied
30_SC_63,Mount Holyoke College,denied
30_SC_63,Colorado College,denied
30_SC_63,Smith College,denied
30_SC_63,Barnard College,denied
30_SC_64,Gannon University,accepted
30_SC_64,Iona College,accepted
30_SC_64,Florida Gulf Coast University,accepted
30_SC_64,Illinois College,accepted
30_SC_64,The College of St Scholastica,accepted
30_SC_64,Idaho State University,accepted
30_SC_64,Mount Holyoke College,denied
30_SC_64,Colorado College,denied
30_SC_64,Smith College,denied
30_SC_64,Barnard College,denied
30_SC_65,Iona College,accepted
30_SC_65,Illinois College,accepted
30_SC_65,Gannon University,accepted
30_SC_65,Florida Gulf Coast University,accepted
30_SC_65,Suffolk University,accepted
30_SC_65,University of Richmond,pending
30_SC_65,Mount Holyoke College,pending
30_SC_65,Colorado College,denied
30_SC_65,Smith College,denied
30_SC_65,Barnard College,denied
30_SC_66,Gannon University,accepted
30_SC_66,Iona College,accepted
30_SC_66,Illinois College,accepted
30_SC_66,Florida Gulf Coast University,accepted
30_SC_66,Stevenson University,accepted
30_SC_66,Idaho State University,accepted
30_SC_66,Mount Holyoke College,denied
30_SC_66,Colorado College,denied
30_SC_66,Smith College,denied
30_SC_66,Barnard College,denied
30_SC_67,Gannon University,accepted
30_SC_67,Iona College,accepted
30_SC_67,Florida Gulf Coast University,accepted
30_SC_67,Illinois College,accepted
30_SC_67,The College of St Scholastica,accepted
30_SC_67,Idaho State University,accepted
30_SC_67,Mount Holyoke College,denied
30_SC_67,Colorado College,denied
30_SC_67,Smith College,denied
30_SC_67,Barnard College,denied
30_SC_68,Stevenson University,accepted
30_SC_68,Central Connecticut State University,accepted
30_SC_68,Gannon University,accepted
30_SC_68,Iona College,accepted
30_SC_68,Illinois College,accepted
30_SC_68,University of Richmond,denied
30_SC_68,Mount Holyoke College,denied
30_SC_68,Colorado College,pending
30_SC_68,Smith College,denied
30_SC_68,Barnard College,denied
30_SC_69,Moravian College,accepted
30_SC_69,St Bonaventure University,accepted
30_SC_69,Suffolk University,accepted
30_SC_69,University of Hartford,accepted
30_SC_69,Nova Southeastern University,accepted
30_SC_69,Mount Holyoke College,denied
30_SC_69,Colorado College,denied
30_SC_69,Smith College,denied
30_SC_69,Barnard College,denied
30_SC_69,Reed College,pending
30_SC_70,Iona College,accepted
30_SC_70,Illinois College,accepted
30_SC_70,Gannon University,accepted
30_SC_70,Florida Gulf Coast University,accepted
30_SC_70,Suffolk University,accepted
30_SC_70,University of Richmond,denied
30_SC_70,Mount Holyoke College,denied
30_SC_70,Colorado College,denied
30_SC_70,Smith College,denied
30_SC_70,Barnard College,denied
30_SC_71,Illinois College,accepted
30_SC_71,Iona College,accepted
30_SC_71,Gannon University,accepted
30_SC_71,University of Hartford,accepted
30_SC_71,Central Connecticut State University,accepted
30_SC_71,University of Richmond,denied
30_SC_71,Mount Holyoke College,pending
30_SC_71,Colorado College,denied
30_SC_71,Smith College,denied
30_SC_71,Barnard College,denied
30_SC_72,Iona College,accepted
30_SC_72,Illinois College,accepted
30_SC_72,Gannon University,pending
30_SC_72,Florida Gulf Coast University,accepted
30_SC_72,Suffolk University,accepted
30_SC_72,University of Richmond,denied
30_SC_72,Mount Holyoke College,denied
30_SC_72,Colorado College,pending
30_SC_72,Smith College,denied
30_SC_72,Barnard College,denied
30_SC_73,Moravian College,accepted
30_SC_73,St Bonaventure University,accepted
30_SC_73,Suffolk University,accepted
30_SC_73,University of Hartford,accepted
30_SC_73,Nova Southeastern University,accepted
30_SC_73,Mount Holyoke College,pending
30_SC_73,Colorado College,denied
30_SC_73,Smith College,denied
30_SC_73,Barnard College,denied
30_SC_73,Reed College,denied
30_SC_74,Gannon University,accepted
30_SC_74,Iona College,accepted
30_SC_74,Florida Gulf Coast University,accepted
30_SC_74,Illinois College,accepted
30_SC_74,The College of St Scholastica,accepted
30_SC_74,Idaho State University,accepted
30_SC_74,Mount Holyoke College,denied
30_SC_74,Colorado College,denied
30_SC_74,Smith College,denied
30_SC_74,Barnard College,denied
30_SC_75,Illinois College,accepted
30_SC_75,Iona College,pending
30_SC_75,Gannon University,accepted
30_SC_75,University of Hartford,accepted
30_SC_75,Central Connecticut State University,accepted
30_SC_75,University of Richmond,denied
30_SC_75,Mount Holyoke College,denied
30_SC_75,Colorado College,denied
30_SC_75,Smith College,denied
30_SC_75,Barnard College,denied
30_SC_76,Gannon University,accepted
30_SC_76,Iona College,accepted
30_SC_76,Florida Gulf Coast University,accepted
30_SC_76,Illinois College,accepted
30_SC_76,The College of St Scholastica,accepted
30_SC_76,Idaho State University,accepted
30_SC_76,Mount Holyoke College,denied
30_SC_76,Colorado College,denied
30_SC_76,Smith College,denied
30_SC_76,Barnard College,denied
30_SC_77,Gannon University,accepted
30_SC_77,Iona College,accepted
30_SC_77,Florida Gulf Coast University,accepted
30_SC_77,Illinois College,accepted
30_SC_77,The College of St Scholastica,accepted
30_SC_77,Idaho State University,accepted
30_SC_77,Mount Holyoke College,pending
30_SC_77,Colorado College,denied
30_SC_77,Smith College,denied
30_SC_77,Barnard College,denied
30_SC_78,Stevenson University,accepted
30_SC_78,Central Connecticut State University,pending
30_SC_78,Iona College,accepted
30_SC_78,Illinois College,accepted
30_SC_78,Gannon University,accepted
30_SC_78,University of Richmond,denied
30_SC_78,Mount Holyoke College,denied
30_SC_78,Colorado College,denied
30_SC_78,Smith College,denied
30_SC_78,Barnard College,pending
30_SC_79,Moravian College,accepted
30_SC_79,St Bonaventure University,accepted
30_SC_79,Suffolk University,accepted
30_SC_79,University of Hartford,pending
30_SC_79,Nova Southeastern University,accepted
30_SC_79,Mount Holyoke College,denied
30_SC_79,Colorado College,denied
30_SC_79,Smith College,denied
30_SC_79,Barnard College,denied
30_SC_79,Reed College,denied
30_MI_80,Moravian College,accepted
30_MI_80,St Bonaventure University,accepted
30_MI_80,Suffolk University,accepted
30_MI_80,University of Hartford,accepted
30_MI_80,Nova Southeastern University,pending
30_MI_80,Mount Holyoke College,denied
30_MI_80,Colorado College,denied
30_MI_80,Smith College,denied
30_MI_80,Barnard College,denied
30_MI_80,Reed College,denied
30_MI_81,Stevenson University,accepted
30_MI_81,Central Connecticut State University,accepted
30_MI_81,Iona College,accepted
30_MI_81,Illinois College,accepted
30_MI_81,Gannon University,accepted
30_MI_81,University of Richmond,denied
30_MI_81,Mount Holyoke College,denied
30_MI_81,Colorado College,denied
30_MI_81,Smith College,denied
30_MI_81,Barnard College,pending
30_MI_82,Illinois College,pending
30_MI_82,Iona College,accepted
30_MI_82,Gannon University,accepted
30_MI_82,University of Hartford,accepted
30_MI_82,Central Connecticut State University,accepted
30_MI_82,University of Richmond,denied
30_MI_82,Mount Holyoke College,denied
30_MI_82,Colorado College,denied
30_MI_82,Smith College,denied
30_MI_82,Barnard College,pending
30_MI_83,Iona College,accepted
30_MI_83,Illinois College,pending
30_MI_83,Gannon University,pending
30_MI_83,Florida Gulf Coast University,accepted
30_MI_83,Suffolk University,accepted
30_MI_83,University of Richmond,denied
30_MI_83,Mount Holyoke College,denied
30_MI_83,Colorado College,denied
30_MI_83,Smith College,denied
30_MI_83,Barnard College,denied
30_MI_84,Gannon University,accepted
30_MI_84,Iona College,accepted
30_MI_84,Florida Gulf Coast University,accepted
30_MI_84,Illinois College,accepted
30_MI_84,The College of St Scholastica,pending
30_MI_84,Idaho State University,accepted
30_MI_84,Mount Holyoke College,denied
30_MI_84,Colorado College,denied
30_MI_84,Smith College,denied
30_MI_84,Barnard College,denied
30_MI_85,Stevenson University,accepted
30_MI_85,Central Connecticut State University,accepted
30_MI_85,Gannon University,accepted
30_MI_85,Iona College,accepted
30_MI_85,Illinois College,accepted
30_MI_85,University of Richmond,denied
30_MI_85,Mount Holyoke College,denied
30_MI_85,Colorado College,denied
30_MI_85,Smith College,denied
30_MI_85,Barnard College,pending
30_MI_86,Iona College,accepted
30_MI_86,Illinois College,accepted
30_MI_86,Gannon University,accepted
30_MI_86,Florida Gulf Coast University,accepted
30_MI_86,Suffolk University,accepted
30_MI_86,University of Richmond,denied
30_MI_86,Mount Holyoke College,denied
30_MI_86,Colorado College,denied
30_MI_86,Smith College,denied
30_MI_86,Barnard College,denied
30_MI_87,St Bonaventure University,accepted
30_MI_87,Moravian College,accepted
30_MI_87,Nova Southeastern University,accepted
30_MI_87,University of Maine,pending
30_MI_87,Suffolk University,pending
